mol,Name,MW,pubnum,pub1,id1,pubname1,value1,error1,dimension1,process,te53p,pH,status1,purity1,conv,final,dimension3,error,comments                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      ,,,,
O=S=O,sulfur dioxide,64.06,,"[Beuschlein, 1940 #1248]",,Table II,-0.032548822,0.08,kcal/mol,DGT,34.2,,cited,,,,,,,,,,
OCCCC,1-butanol,74.12,,"[Butler, 1936 #763]",,Table I,3.49,1.93,kcal/mol,DGB,25,,cited,,,,,,"ref state is `an uncharged vacuum reference state`, ie. -dG = m(aq) >> m(gas) at 300K / 27dC",,,,
OCCCC,1-butanol,74.12,,"[Butler, 1936 #763]",,Table I,4.14,1.93,kcal/mol,DGB,35,,cited,,,,,,,,,,
OCCCCC,1-pentanol,88.15,,"[Butler, 1936 #763]",,Table I,3.73,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCCCCC,1-pentanol,88.15,,"[Butler, 1936 #763]",,Table I,4.44,1.93,kcal/mol,DGB,35,,cited,,,,,,,,,,
OCCC,1-propanol,60.1,,"[Butler, 1936 #763]",,Table I,3.38,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(CC)C,2-butanol,74.12,,"[Butler, 1936 #763]",,Table I,3.59,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(CC)C,2-butanol,74.12,,"[Butler, 1936 #763]",,Table I,4.22,1.93,kcal/mol,DGB,35,,cited,,,,,,,,,,
OCC(C)C,2-methyl-1-propanol,74.12,,"[Butler, 1936 #763]",,Table I,3.68,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(CC)(C)C,2-methyl-2-butanol,88.151,,"[Butler, 1936 #763]",,Table I,3.77,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(CC)(C)C,2-methyl-2-butanol,88.151,,"[Butler, 1936 #763]",,Table I,4.43,1.93,kcal/mol,DGB,35,,cited,,,,,,,,,,
OC(C)(C)C,2-methyl-2-propanol,74.124,,"[Butler, 1936 #763]",,Table I,3.69,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(C)C,2-propanol,60.1,,"[Butler, 1936 #763]",,Table I,3.45,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O=C(C)C,acetone,58.08,,"[Butler, 1936 #763]",,Table I,4.29,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O=C(C)C,acetone,58.08,,"[Butler, 1936 #763]",,Table I,4.76,1.93,kcal/mol,DGB,35,,cited,,,,,,,,,,
OCC,ethanol,46.07,,"[Butler, 1936 #763]",,Table I,3.19,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O(C(=O)C)CC,ethyl acetate,88.11,,"[Butler, 1936 #763]",,Table I,5.11,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
NCC,ethylamine,45.086,,"[Butler, 1936 #763]",,Table I,3.58,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
NCC,ethylamine,45.08,,"[Butler, 1936 #763]",,Table I,3.58,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC,methanol,32.04,,"[Butler, 1936 #763]",,Table I,3.09,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
ClC(Cl)Cl,trichloromethane,119.38,,"[Butler, 1936 #763]",,Table I,7.14,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCCO,"1,2-ethanediol",62.07,,"[Butler, 1937 #707]",,Table II,5.5,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
CCCCN,1-butanamine,73.14,,"[Butler, 1937 #707]",,Table III,1.85,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCCCC,1-butanol,74.12,,"[Butler, 1937 #707]",,Table I,3.49,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCCCC,1-butanol,74.12,,"[Butler, 1937 #707]",,Table III,3.49,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCCCCCCC,1-heptanol,116.205,,"[Butler, 1937 #707]",,Table I,3.96,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCCCCCC,1-hexanol,102.178,,"[Butler, 1937 #707]",,Table I,3.84,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
 OCCCCCCCC ,1-octanol ,130.23,,"[Butler, 1937 #707]",,Table I,4.11,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCCCCC,1-pentanol,88.15,,"[Butler, 1937 #707]",,Table I,3.73,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCCC,1-propanol,60.1,,"[Butler, 1937 #707]",,Table I,3.38,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCCC,1-propanol,60.1,,"[Butler, 1937 #707]",,Table III,3.38,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O(CCC)CCC,1-propoxypropane,102.18,,"[Butler, 1937 #707]",,Table II,7.05,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(CC)C,2-butanol,74.12,,"[Butler, 1937 #707]",,Table I,3.59,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCC(C)C,2-methyl-1-propanol,74.124,,"[Butler, 1937 #707]",,Table I,3.68,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(CC)(C)C,2-methyl-2-butanol,88.151,,"[Butler, 1937 #707]",,Table I,3.77,1.93,kcal/mol,DGB,25,,cited,,,,,,"ref state is `an uncharged vacuum reference state`, ie. -dG = m(aq) >> m(gas) at 300K / 27dC",,,,
OC(C)(C)C,2-methyl-2-propanol,74.124,,"[Butler, 1937 #707]",,Table I,3.69,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(CCC)C,2-pentanol,88.15,,"[Butler, 1937 #707]",,Table I,3.81,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(C)C,2-propanol,60.1,,"[Butler, 1937 #707]",,Table I,3.45,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCCC(C)C,3-methyl-1-butanol,88.15,,"[Butler, 1937 #707]",,Table I,3.78,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(=O)C,acetic acid,60.05,,"[Butler, 1937 #707]",,Table II,1.5,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(=O)C,acetic acid,60.05,,"[Butler, 1937 #707]",,Table III,1.5,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O=C(C)C,acetone,58.08,,"[Butler, 1937 #707]",,Table II,4.29,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
CCCC,butane,58.12,,"[Butler, 1937 #707]",,Table II,10.46,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
CCCC,butane,58.12,,"[Butler, 1937 #707]",,Table III,10.46,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
N#CCCC,butanenitrile,73.14,,"[Butler, 1937 #707]",,Table II,4.56,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
N#CCCC,butanenitrile,73.14,,"[Butler, 1937 #707]",,Table III,4.56,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(=O)CCC,Butanoic acid,88.11,,"[Butler, 1937 #707]",,Table II,1.85,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(=O)CCC,Butanoic acid,88.11,,"[Butler, 1937 #707]",,Table III,1.85,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
NCCCC,butylamine,73.14,,"[Butler, 1937 #707]",,Table II,3.83,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O(CC)CC,diethyl ether,74.12,,"[Butler, 1937 #707]",,Table II,6.24,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
CC,ethane,30.07,,"[Butler, 1937 #707]",,Table II,10.05,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
CC,ethane,30.07,,"[Butler, 1937 #707]",,Table III,10,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OCC,ethanol,46.07,,"[Butler, 1937 #707]",,Table I,3.19,1.93,kcal/mol,DGB,25,,cited,,,,,,"ref state is `an uncharged vacuum reference state`, ie. -dG = m(aq) >> m(gas) at 300K / 27dC",,,,
OCC,ethanol,46.07,,"[Butler, 1937 #707]",,Table III,3.19,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
C(C)C(CC)OC(CC)CC,ethy lpropyl ether,158.286,,"[Butler, 1937 #707]",,Table II,6.39,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O(C(=O)C)CC,ethyl acetate,88.11,,"[Butler, 1937 #707]",,Table II,5.11,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O(C(=O)C)CC,ethyl acetate,88.11,,"[Butler, 1937 #707]",,Table III,5.11,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
NCC,ethylamine,45.08,,"[Butler, 1937 #707]",,Table II,3.58,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
C,methane,16.04,,"[Butler, 1937 #707]",,Table II,10.23,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
C,methane,16.04,,"[Butler, 1937 #707]",,Table III,10.08,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC,methanol,32.04,,"[Butler, 1937 #707]",,Table I,3.09,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC,methanol,32.04,,"[Butler, 1937 #707]",,Table III,3.09,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O(C(=O)C)C,methyl acetate,74.08,,"[Butler, 1937 #707]",,Table II,4.89,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O(C(=O)C)C,methyl acetate,74.08,,"[Butler, 1937 #707]",,Table III,4.89,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
N#CCC,propanenitrile,55.08,,"[Butler, 1937 #707]",,Table II,4.36,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
N#CCC,propanenitrile,55.08,,"[Butler, 1937 #707]",,Table III,4.36,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(=O)CC,propanoic acid,74.08,,"[Butler, 1937 #707]",,Table II,1.73,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
OC(=O)CC,propanoic acid,74.08,,"[Butler, 1937 #707]",,Table III,1.73,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O(C(=O)C)CCC,propyl acetate,102.13,,"[Butler, 1937 #707]",,Table II,5.35,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
O(C(=O)C)CCC,propyl acetate,102.13,,"[Butler, 1937 #707]",,Table III,5.35,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
NCCC,propylamine,59.11,,"[Butler, 1937 #707]",,Table II,3.72,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
NCCC,propylamine,59.113,,"[Butler, 1937 #707]",,Table III,3.72,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
ClC(Cl)Cl,trichloromethane,119.38,,"[Butler, 1937 #707]",,Table II,7.14,1.93,kcal/mol,DGB,25,,cited,,,,,,,,,,
c1ccccc1C(C)(C)C,"(1,1-dimethylethyl)benzene",134.22,,"[Cabani, 1981 #1045]",Table 7,,-1.83,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
c1ccccc1C(CC)(C)C,"(1,1-dimethylpropyl)benzene",148.25,,"[Cabani, 1981 #1045]",Table 7,,-0.74,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
c1ccccc1C(C)C,(1-methylethyl)benzene ,120.195,,"[Cabani, 1981 #1045]",Table 7,,-1.26,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
CCC(C)c1ccccc1,(1-methylpropyl)benzene ,134.22,,"[Cabani, 1981 #1045]",Table 7,,-1.88,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
O=C\C=C\C=C\C,"(E),(E)-2,4-hexadienal",96.13,,"[Cabani, 1981 #1045]",Table 7,,-19.39,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
Cl\C=C\Cl,"(E)-1,2-dichloroethene",96.952,,"[Cabani, 1981 #1045]",Table 7,,-3.2,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
O=C\C=C\C,(E)-2-Butenal ,70.092,,"[Cabani, 1981 #1045]",Table 7,,-17.68,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C\C=C\CCCC,(E)-2-heptene,98.19,,"[Cabani, 1981 #1045]",Table 7,,6.96,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
O=C\C=C\CCC,(E)-2-hexenal,98.14,,"[Cabani, 1981 #1045]",Table 7,,-15.4,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
O=C\C=C\CCCCC,(E)-2-octenal ,126.2,,"[Cabani, 1981 #1045]",Table 7,,-14.4,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C/C=C/CC,(E)-2-Pentene ,70.14,,"[Cabani, 1981 #1045]",Table 7,,5.59,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
CSc1ccccc1,(methylthio)benzene,124.207,,"[Cabani, 1981 #1045]",Table 7,,-11.42,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
Cl\C=C/Cl,"(Z)-1,2-dichloroethene",96.94,,"[Cabani, 1981 #1045]",Table 7,,-4.91,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
FC(F)(F)C(O)C(F)(F)F,"1,1,1,3,3,3-hexafluoro-2-propanol",168.04,,"[Cabani, 1981 #1045]",Table 7,,-15.77,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClC(Cl)(Cl)C,"1,1,1-trichloroethane",133.41,,"[Cabani, 1981 #1045]",Table 7,,-1.03,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
FC(F)(F)C(O)C,"1,1,1-trifluoro-2-propanol",114.07,,"[Cabani, 1981 #1045]",Table 7,,-17.4,8.08,kJ/mol,FEOH,25,,cited,,,,,,teflurane,,,,
ClC(Cl)(F)C(Cl)(Cl)F,"1,1,2,2-tetrachlorodifluoroethane",203.83,,"[Cabani, 1981 #1045]",Table 7,,0.15,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClC(Cl)C(Cl)Cl,"1,1,2,2-tetrachloroethane",167.85,,"[Cabani, 1981 #1045]",Table 7,,-9.87,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClC(F)(F)C(Cl)(Cl)F,"1,1,2-trichloro-1,2,2-trifluoroethane",187.38,,"[Cabani, 1981 #1045]",Table 7,,7.42,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClC(Cl)CCl,"1,1,2-trichloroethane",133.41,,"[Cabani, 1981 #1045]",Table 7,,-6.16,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClC(Cl)(F)C(F)(F)F,"1,1-dichloro-1,2,2,2-tetrafluoroethane",170.936,,"[Cabani, 1981 #1045]",Table 7,,10.5,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClC(Cl)CCC,"1,1-dichlorobutane",127.01,,"[Cabani, 1981 #1045]",Table 7,,-2.91,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClC(Cl)C,"1,1-dichloroethane",98.96,,"[Cabani, 1981 #1045]",Table 7,,-3.54,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
O(C(OCC)C)CC,"1,1-diethoxyethane",118.18,,"[Cabani, 1981 #1045]",Table 7,,-13.7,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
FC(F)C,"1,1-difluoroethane",66.05,,"[Cabani, 1981 #1045]",Table 7,,-0.46,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
COC(OC)C,"1,1-Dimethoxyethane ",90.124,,"[Cabani, 1981 #1045]",Table 7,,-20.23,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
OC(CO)CO,"1,2,3-propanetriol",92.09,,"[Cabani, 1981 #1045]",Table 7,,-38.56,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
c1c(C)c(ccc1C)C,"1,2,4-trimethylbenzene",120.2,,"[Cabani, 1981 #1045]",Table 7,,-3.6,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
BrCCBr,"1,2-dibromoethane",187.86,,"[Cabani, 1981 #1045]",Table 7,,-8.79,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
BrC(CBr)C,"1,2-dibromopropane",201.89,,"[Cabani, 1981 #1045]",Table 7,,-8.1,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClC(F)(F)C(Cl)(F)F,"1,2-dichloro-1,1,2,2-tetrafluoroethane",170.92,,"[Cabani, 1981 #1045]",Table 7,,9.7,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
Clc1ccccc1Cl,"1,2-dichlorobenzene",147,,"[Cabani, 1981 #1045]",Table 7,,-5.71,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClCCCl,"1,2-dichloroethane",98.96,,"[Cabani, 1981 #1045]",Table 7,,-7.25,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClC(CCl)C,"1,2-dichloropropane",112.99,,"[Cabani, 1981 #1045]",Table 7,,-5.25,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
O(CCOCC)CC,"1,2-diethoxyethane",118.18,,"[Cabani, 1981 #1045]",Table 7,,-14.78,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
c1cccc(C)c1C,"1,2-dimethylbenzene",106.17,,"[Cabani, 1981 #1045]",Table 7,,-3.77,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
c1ccccc1CCc1ccccc1,"1,2-diphenylethane",182.27,,"[Cabani, 1981 #1045]",Table 7,,-11.78,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
NCCN,"1,2-Ethanediamine ",60.102,,"[Cabani, 1981 #1045]",Table 7,,-31.78,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
OCCO,"1,2-ethanediol",62.07,,"[Cabani, 1981 #1045]",Table 7,,-32.03,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C1C=CC=CC=C1,"1,3,5-Cycloheptatriene ",92.141,,"[Cabani, 1981 #1045]",Table 7,,-4.14,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C=CC=C,"1,3-butadiene ",54.09,,"[Cabani, 1981 #1045]",Table 7,,2.57,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
BrCCCBr,"1,3-dibromopropane",201.89,,"[Cabani, 1981 #1045]",Table 7,,-8.22,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
Clc1cc(Cl)ccc1,"1,3-dichlorobenzene",147,,"[Cabani, 1981 #1045]",Table 7,,-4.11,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClCCCCl,"1,3-dichloropropane",112.99,,"[Cabani, 1981 #1045]",Table 7,,-7.93,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
c1c(cccc1C)C,"1,3-dimethylbenzene",106.17,,"[Cabani, 1981 #1045]",Table 7,,-3.5,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
c1c(c2c(cc1C)cccc2)C,"1,3-dimethylnaphthalene",156.23,,"[Cabani, 1981 #1045]",Table 7,,-10.35,8.08,kJ/mol,FEOH,25,,cited,,,,,,"ref state is `an uncharged vacuum reference state`, ie. -dG = m(aq) >> m(gas) at 300K / 27dC",,,,
O1COCC1,"1,3-dioxolane",74.08,,"[Cabani, 1981 #1045]",Table 7,,-17.14,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
Brc1ccc(Br)cc1,"1,4-dibromobenzene",235.91,,"[Cabani, 1981 #1045]",Table 7,,-9.64,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
Clc1ccc(Cl)cc1,"1,4-dichlorobenzene",147,,"[Cabani, 1981 #1045]",Table 7,,-4.22,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
Cc1ccc(cc1)C,"1,4-Dimethylbenzene ",106.16,,"[Cabani, 1981 #1045]",Table 7,,-3.37,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
c12c(cccc1)c(ccc2C)C,"1,4-dimethylnaphthalene",156.23,,"[Cabani, 1981 #1045]",Table 7,,-11.79,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
CN1CCN(CC1)C,"1,4-Dimethylpiperazine ",114.194,,"[Cabani, 1981 #1045]",Table 7,,-31.7,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
O1CCOCC1,"1,4-dioxane",88.11,,"[Cabani, 1981 #1045]",Table 7,,-21.15,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C(C=C)C=C,"1,4-pentadiene",68.12,,"[Cabani, 1981 #1045]",Table 7,,3.94,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C=CCCC=C,"1,5-hexadiene",82.15,,"[Cabani, 1981 #1045]",Table 7,,4.22,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
Brc1c(cccc1)C(C)C,1-Bromo-2-(1-methylethyl)benzene ,199.103,,"[Cabani, 1981 #1045]",Table 7,,-3.54,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
BrCCCl,1-bromo-2-chloroethane,143.41,,"[Cabani, 1981 #1045]",Table 7,,-8.16,8.08,kJ/mol,FEOH,25,,measured,,,,,,,,,,
Brc1ccccc1CC,1-bromo-2-ethylbenzene,185.06,,"[Cabani, 1981 #1045]",Table 7,,-4.97,8.08,kJ/mol,FEOH,25,,measured,,,,,,,,,,
BrCC(C)C,1-bromo-2-methylpropane,137.02,,"[Cabani, 1981 #1045]",Table 7,,-0.11,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
BrCCC(C)C,1-Bromo-3-methylbutane ,151.05,,"[Cabani, 1981 #1045]",Table 7,,0.86,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
Brc1ccc(cc1)C,1-Bromo-4-methylbenzene ,171.049,,"[Cabani, 1981 #1045]",Table 7,,-5.82,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
BrCCCC,1-bromobutane,137.02,,"[Cabani, 1981 #1045]",Table 7,,-1.71,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
BrCCC,1-bromopropane,122.99,,"[Cabani, 1981 #1045]",Table 7,,-2.34,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,1.93
OCCCC,1-butanol,74.12,,"[Cabani, 1981 #1045]",Table 7,,-19.73,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C=CCC,1-butene,56.11,,"[Cabani, 1981 #1045]",Table 7,,5.77,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C#CCC,1-butyne,54.09,,"[Cabani, 1981 #1045]",Table 7,,-0.68,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClCC(F)(F)F,"1-Chloro-2,2,2-trifluoroethane ",118.495,,"[Cabani, 1981 #1045]",Table 7,,0.23,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClCC=C,1-chloro-2-propene,76.53,,"[Cabani, 1981 #1045]",Table 7,,-2.4,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClCCCC,1-chlorobutane,92.57,,"[Cabani, 1981 #1045]",Table 7,,-0.57,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClCCCCC,1-chloropentane,106.6,,"[Cabani, 1981 #1045]",Table 7,,-0.29,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ClCCC,1-chloropropane,78.54,,"[Cabani, 1981 #1045]",Table 7,,-1.14,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
O(CCC)CC,1-Ethoxypropane ,88.151,,"[Cabani, 1981 #1045]",Table 7,,-7.59,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
CCc1c2c(ccc1)cccc2,1-ethylnaphthalene,156.23,,"[Cabani, 1981 #1045]",Table 7,,-10.02,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
OCCCCCCC,1-heptanol,116.2,,"[Cabani, 1981 #1045]",Table 7,,-17.76,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C#CCCCCC,1-heptyne,96.17,,"[Cabani, 1981 #1045]",Table 7,,2.51,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
OCCCCCC,1-hexanol,102.18,,"[Cabani, 1981 #1045]",Table 7,,-18.26,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C=CCCCC,1-hexene,84.16,,"[Cabani, 1981 #1045]",Table 7,,7.02,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
NCCCCCC,1-hexylamine,101.19,,"[Cabani, 1981 #1045]",Table 7,,-16.87,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C#CCCCC,1-hexyne,82.15,,"[Cabani, 1981 #1045]",Table 7,,1.2,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ICCCC,1-iodobutane,184.02,,"[Cabani, 1981 #1045]",Table 7,,-1.08,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
ICCC,1-iodopropane,169.99,,"[Cabani, 1981 #1045]",Table 7,,-2.45,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
O(CCC)C,1-methoxypropane,74.12,,"[Cabani, 1981 #1045]",Table 7,,-6.96,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
N(=O)(=O)c1cc(ccc1)C,1-methyl-3-nitrobenzene ,135.125,,"[Cabani, 1981 #1045]",Table 7,,-14.44,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C1CCCC=C1C,1-methylcyclohexene,96.17,,"[Cabani, 1981 #1045]",Table 7,,2.8,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
c12c(cccc1C)cccc2,1-methylnaphthalene,142.2,,"[Cabani, 1981 #1045]",Table 7,,-9.91,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
CN1CCNCC1,1-methylpiperazine ,100.167,,"[Cabani, 1981 #1045]",Table 7,,-32.53,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
CN1CCCCC1,1-methylpiperidine ,99.178,,"[Cabani, 1981 #1045]",Table 7,,-16.29,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
CN1CCCC1,1-methylpyrrolidine ,85.151,,"[Cabani, 1981 #1045]",Table 7,,-16.65,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
N(=O)(=O)CCC,1-nitropropane,89.09,,"[Cabani, 1981 #1045]",Table 7,,-13.98,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C#CCCCCCCC,1-nonyne,124.23,,"[Cabani, 1981 #1045]",Table 7,,4.4,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
OCCCCCCCC,1-octanol,130.23,,"[Cabani, 1981 #1045]",Table 7,,-17.13,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C=CCCCCCC,1-octene,112.22,,"[Cabani, 1981 #1045]",Table 7,,9.08,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
C#CCCCCCC,1-octyne,110.2,,"[Cabani, 1981 #1045]",Table 7,,2.97,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
OCCCCC,1-pentanol,88.15,,"[Cabani, 1981 #1045]",Table 7,,-10.72,8.08,kJ/mol,FEOH,25,,cited,,,,,,,,,,
